sim,champion,final4
7059,Houston,Houston|UConn|Arizona|Miami (FL)
7060,Florida,Duke|Texas Tech|Tennessee|Florida
7061,Florida,Alabama|Michigan|Iowa St.|Florida
7062,Arizona,Houston|Michigan|Arizona|Florida
7063,Iowa St.,Purdue|Michigan|Iowa St.|Florida
7064,Michigan,Houston|Michigan|Arizona|Cincinnati
7065,Duke,Duke|UConn|Iowa St.|Illinois
7066,Arizona,Houston|Saint Mary's (CA)|Arizona|Illinois
7067,Michigan,Nebraska|Michigan|Iowa St.|Illinois
7068,Arizona,Purdue|Vanderbilt|Arizona|NC State
7069,St. John's (NY),Nebraska|Vanderbilt|Iowa St.|St. John's (NY)
7070,Houston,Houston|Michigan|Iowa St.|Arkansas
7071,St. John's (NY),Houston|Michigan|Tennessee|St. John's (NY)
7072,Michigan,Duke|Michigan|Auburn|St. John's (NY)
7073,Duke,Duke|Michigan|Tennessee|Illinois
7074,Illinois,Duke|Texas Tech|Tennessee|Illinois
7075,NC State,Purdue|Texas Tech|Iowa St.|NC State
7076,Duke,Duke|Iowa|Arizona|Santa Clara
7077,Saint Mary's (CA),Houston|Saint Mary's (CA)|Iowa St.|Florida
7078,NC State,Duke|Gonzaga|Arizona|NC State
7079,Duke,Duke|Texas Tech|Louisville|Illinois
7080,Houston,Houston|UConn|Iowa St.|Santa Clara
7081,Houston,Houston|Michigan|Louisville|Virginia
7082,Illinois,Purdue|UConn|Tennessee|Illinois
7083,St. John's (NY),Houston|Texas Tech|Iowa St.|St. John's (NY)
7084,Duke,Duke|UConn|Tennessee|Illinois
7085,Illinois,Nebraska|UConn|Tennessee|Illinois
7086,Iowa St.,Purdue|UConn|Iowa St.|Florida
7087,Houston,Houston|UConn|Louisville|North Carolina
7088,Houston,Houston|UConn|Michigan St.|Illinois
7089,Purdue,Purdue|Vanderbilt|UCLA|Virginia
7090,Arizona,SMU|Ohio St.|Arizona|St. John's (NY)
7091,Purdue,Purdue|Michigan|Arizona|Cincinnati
7092,Illinois,Houston|Michigan|Oklahoma|Illinois
7093,South Fla.,South Fla.|Michigan|Michigan St.|NC State
7094,Houston,Houston|Michigan|Arizona|Virginia
7095,Tennessee,Houston|Iowa|Tennessee|Arkansas
7096,Michigan,South Fla.|Michigan|Utah St.|NC State
7097,Michigan,Duke|Michigan|Arizona|Illinois
7098,Florida,Duke|Michigan|Tennessee|Florida
7099,Gonzaga,Indiana|Gonzaga|Iowa St.|Florida
7100,Arizona,Duke|Michigan|Arizona|McNeese
7101,Michigan,Houston|Michigan|Iowa St.|Illinois
7102,NC State,South Fla.|Vanderbilt|Arizona|NC State
7103,McNeese,Purdue|Florida St.|Tennessee|McNeese
7104,Iowa St.,Houston|Clemson|Iowa St.|Santa Clara
7105,Illinois,Duke|Vanderbilt|Tennessee|Illinois
7106,Illinois,Alabama|Texas|Louisville|Illinois
7107,Houston,Houston|Texas Tech|Arizona|McNeese
7108,Arizona,Alabama|Iowa|Arizona|Virginia
7109,Arizona,Houston|TCU|Arizona|Illinois
7110,Florida,Houston|Michigan|Virginia Tech|Florida
7111,Duke,Duke|Michigan|Arizona|Florida
7112,Florida,Duke|Ohio St.|Tennessee|Florida
7113,Illinois,Purdue|Vanderbilt|Iowa St.|Illinois
7114,Illinois,Duke|Gonzaga|Arizona|Illinois
7115,Houston,Houston|Iowa|Tennessee|Illinois
7116,Florida,Purdue|Iowa|Michigan St.|Florida
7117,NC State,Wisconsin|Michigan|Arizona|NC State
7118,Michigan,Houston|Michigan|BYU|Florida
7119,Houston,Houston|Texas Tech|Arizona|Illinois
7120,Houston,Houston|Iowa|Arizona|Florida
7121,Florida,Duke|UConn|Tennessee|Florida
7122,St. John's (NY),Duke|Iowa|Iowa St.|St. John's (NY)
7123,Florida,Purdue|Michigan|Arizona|Florida
7124,Louisville,Purdue|Ohio St.|Louisville|Illinois
7125,Arkansas,Wisconsin|Michigan|Utah St.|Arkansas
7126,Tennessee,Houston|Michigan|Tennessee|Florida
7127,NC State,Indiana|Texas Tech|Auburn|NC State
7128,NC State,Purdue|Ohio St.|Tennessee|NC State
7129,Duke,Duke|UConn|Iowa St.|Illinois
7130,NC State,Purdue|Michigan|Arizona|NC State
7131,Illinois,SMU|UConn|Iowa St.|Illinois
7132,Michigan,Purdue|Michigan|Michigan St.|Illinois
7133,Houston,Houston|UConn|Iowa St.|Florida
7134,Arizona,Houston|UConn|Arizona|Virginia
7135,Duke,Duke|Michigan|Iowa St.|Illinois
7136,Texas Tech,Wisconsin|Texas Tech|Iowa St.|Florida
7137,NC State,Houston|Saint Mary's (CA)|Arizona|NC State
7138,Cincinnati,Purdue|Vanderbilt|Louisville|Cincinnati
7139,Illinois,Purdue|Iowa|Tennessee|Illinois
7140,Houston,Houston|UConn|Iowa St.|Florida
7141,Florida,Houston|Texas|Tennessee|Florida
7142,Houston,Houston|Saint Mary's (CA)|Iowa St.|Florida
7143,Arizona,Duke|Texas Tech|Arizona|Illinois
7144,Illinois,Houston|Texas Tech|Michigan St.|Illinois
7145,Florida,Duke|Vanderbilt|Michigan St.|Florida
7146,Michigan,Houston|Michigan|Michigan St.|Arkansas
7147,Michigan,Purdue|Michigan|Texas A&M|NC State
7148,Michigan,Wisconsin|Michigan|Louisville|Illinois
7149,Duke,Duke|Saint Mary's (CA)|Arizona|Virginia
7150,Houston,Houston|Texas|Iowa St.|Arkansas
7151,Purdue,Purdue|Ohio St.|Tennessee|Illinois
7152,Ohio St.,Duke|Ohio St.|Michigan St.|Illinois
7153,Saint Mary's (CA),Houston|Saint Mary's (CA)|Iowa St.|Illinois
7154,Arizona,Houston|Iowa|Arizona|Arkansas
7155,Duke,Duke|Texas|Louisville|NC State
7156,SMU,SMU|Iowa|Utah St.|Florida
7157,Duke,Duke|Texas Tech|Tennessee|Illinois
7158,Illinois,Houston|Vanderbilt|Michigan St.|Illinois
7159,Illinois,Houston|Texas Tech|Tennessee|Illinois
7160,Duke,Duke|UConn|Arizona|Cincinnati
7161,Michigan,Purdue|Michigan|Louisville|Illinois
7162,Duke,Duke|Michigan|Iowa St.|Florida
7163,Iowa St.,Houston|Michigan|Iowa St.|Illinois
7164,Iowa St.,Duke|Michigan|Iowa St.|Arkansas
7165,Arizona,South Fla.|Vanderbilt|Arizona|Kentucky
7166,Duke,Duke|Michigan|Louisville|Illinois
7167,Saint Mary's (CA),Kansas|Saint Mary's (CA)|Iowa St.|St. John's (NY)
7168,BYU,Indiana|Saint Mary's (CA)|BYU|Florida
7169,Texas Tech,Duke|Texas Tech|Oklahoma|Virginia
7170,Purdue,Purdue|Texas Tech|Louisville|Florida
7171,Duke,Duke|Gonzaga|Iowa St.|Florida
7172,Duke,Duke|Gonzaga|Arizona|Florida
7173,North Carolina,Purdue|Vanderbilt|Iowa St.|North Carolina
7174,Florida,Houston|Michigan|Iowa St.|Florida
7175,Houston,Houston|Texas Tech|Arizona|Florida
7176,South Fla.,South Fla.|Vanderbilt|Louisville|Arkansas
7177,Florida,Duke|Iowa|Iowa St.|Florida
7178,Vanderbilt,Purdue|Vanderbilt|Arizona|Cincinnati
7179,Houston,Houston|Vanderbilt|Iowa St.|Florida
7180,Michigan,Houston|Michigan|Iowa St.|Illinois
7181,Duke,Duke|UConn|Iowa St.|UCF
7182,Michigan,Houston|Michigan|Iowa St.|St. John's (NY)
7183,Illinois,Indiana|Michigan|Arizona|Illinois
7184,Michigan St.,Duke|Vanderbilt|Michigan St.|NC State
7185,Iowa St.,Washington|Ohio St.|Iowa St.|NC State
7186,Illinois,Houston|Texas Tech|Tennessee|Illinois
7187,Vanderbilt,Purdue|Vanderbilt|Arizona|Florida
7188,Houston,Houston|UConn|Louisville|Florida
7189,Michigan,South Fla.|Michigan|Tennessee|Illinois
7190,Michigan,Duke|Michigan|Tennessee|Cincinnati
7191,Illinois,Purdue|Vanderbilt|Louisville|Illinois
7192,Cincinnati,Houston|Saint Mary's (CA)|BYU|Cincinnati
7193,Iowa St.,Indiana|Ohio St.|Iowa St.|Illinois
7194,Iowa St.,Akron|Iowa|Iowa St.|St. John's (NY)
7195,Iowa,Nebraska|Iowa|Iowa St.|McNeese
7196,Illinois,Houston|Vanderbilt|Iowa St.|Illinois
7197,Duke,Duke|Texas Tech|Arizona|Illinois
7198,Michigan,Duke|Michigan|Arizona|Florida
7199,Michigan,Akron|Michigan|Iowa St.|Virginia
7200,Duke,Duke|Ohio St.|Tennessee|NC State
7201,Duke,Duke|Texas Tech|Tennessee|North Carolina
7202,Duke,Duke|Texas Tech|Iowa St.|Miami (FL)
7203,Tennessee,South Fla.|Michigan|Tennessee|Kentucky
7204,UConn,SMU|UConn|Louisville|Illinois
7205,Florida,Alabama|Michigan|Iowa St.|Florida
7206,Florida,Purdue|Texas Tech|Iowa St.|Florida
7207,Vanderbilt,Purdue|Vanderbilt|UCLA|St. John's (NY)
7208,Iowa St.,Purdue|UConn|Iowa St.|St. John's (NY)
7209,Duke,Duke|UConn|Louisville|St. John's (NY)
7210,Florida,Duke|Michigan|Tennessee|Florida
7211,Florida,Purdue|Texas Tech|Arizona|Florida
7212,Florida,Houston|Gonzaga|Arizona|Florida
7213,Michigan,South Fla.|Michigan|Michigan St.|McNeese
7214,Michigan,Purdue|Michigan|Arizona|Florida
7215,Duke,Duke|Michigan|Tennessee|NC State
7216,UConn,Wisconsin|UConn|Tennessee|Santa Clara
7217,Illinois,Duke|Saint Mary's (CA)|Arizona|Illinois
7218,Michigan,Houston|Michigan|Arizona|Virginia
7219,Illinois,Duke|Vanderbilt|Iowa St.|Illinois
7220,Duke,Duke|Saint Mary's (CA)|Arizona|St. John's (NY)
7221,Duke,Duke|UConn|Iowa St.|Florida
7222,Virginia,Kansas|Texas Tech|Louisville|Virginia
7223,Illinois,Duke|Florida St.|Iowa St.|Illinois
7224,Louisville,Nebraska|Michigan|Louisville|McNeese
7225,Illinois,Duke|Vanderbilt|Tennessee|Illinois
7226,Tennessee,Houston|Michigan|Tennessee|St. John's (NY)
7227,Florida,Houston|Gonzaga|Iowa St.|Florida
7228,Saint Mary's (CA),Duke|Saint Mary's (CA)|Michigan St.|Florida
7229,Michigan,Indiana|Michigan|Iowa St.|Illinois
7230,Michigan,Wisconsin|Michigan|Baylor|North Carolina
7231,Arizona,South Fla.|Gonzaga|Arizona|Arkansas
7232,Purdue,Purdue|Gonzaga|Michigan St.|Illinois
7233,Arizona,Houston|Michigan|Arizona|St. John's (NY)
7234,Virginia,Duke|Michigan|Michigan St.|Virginia
7235,Arizona,Duke|Texas Tech|Arizona|St. John's (NY)
7236,Illinois,Alabama|Gonzaga|Iowa St.|Illinois
7237,Michigan St.,Houston|Michigan|Michigan St.|St. John's (NY)
7238,Florida,Duke|Michigan|Louisville|Florida
7239,Michigan,Wisconsin|Michigan|UCLA|Santa Clara
7240,Florida,Purdue|Gonzaga|Iowa St.|Florida
7241,Michigan St.,Houston|Iowa|Michigan St.|Arkansas
7242,Illinois,Purdue|Texas Tech|Louisville|Illinois
7243,UCLA,South Fla.|Gonzaga|UCLA|Arkansas
7244,Florida,Houston|Michigan|Iowa St.|Florida
7245,Florida,Duke|Gonzaga|Iowa St.|Florida
7246,Houston,Houston|Saint Mary's (CA)|Texas A&M|Illinois
7247,Illinois,Purdue|Texas Tech|Tennessee|Illinois
7248,Purdue,Purdue|Michigan|Tennessee|NC State
7249,Tennessee,South Fla.|UConn|Tennessee|Virginia
7250,Illinois,Duke|Michigan|Tennessee|Illinois
7251,Arizona,SMU|Texas Tech|Arizona|Miami (FL)
7252,Florida,Duke|Michigan|Tennessee|Florida
7253,Saint Mary's (CA),Alabama|Saint Mary's (CA)|Louisville|Virginia
7254,Duke,Duke|UConn|Arizona|NC State
7255,Iowa St.,Houston|Michigan|Iowa St.|Florida
7256,Iowa St.,Georgia|Gonzaga|Iowa St.|St. John's (NY)
7257,Vanderbilt,Duke|Vanderbilt|Iowa St.|Florida
7258,Houston,Houston|Iowa|Iowa St.|Illinois
7259,Houston,Houston|UConn|Tennessee|Illinois
7260,Illinois,Kansas|Texas Tech|Iowa St.|Illinois
7261,Arizona,Duke|Texas Tech|Arizona|North Carolina
7262,Duke,Duke|Texas Tech|Tennessee|UCF
7263,Ohio St.,Alabama|Ohio St.|Arizona|Florida
7264,Florida,Duke|Michigan|Auburn|Florida
7265,Illinois,Nebraska|Michigan|Arizona|Illinois
7266,Houston,Houston|Vanderbilt|Tennessee|Virginia
7267,NC State,Duke|Iowa|Iowa St.|NC State
7268,Duke,Duke|Iowa|Tennessee|Florida
7269,Duke,Duke|Texas Tech|Tennessee|Illinois
7270,Tennessee,Purdue|Texas Tech|Tennessee|St. John's (NY)
7271,Texas Tech,Duke|Texas Tech|Iowa St.|Florida
7272,Houston,Houston|Michigan|Utah St.|Illinois
7273,Texas Tech,Saint Louis|Texas Tech|Iowa St.|North Carolina
7274,Duke,Duke|Texas|UCLA|Florida
7275,St. John's (NY),Houston|Michigan|Iowa St.|St. John's (NY)
7276,Illinois,Houston|Iowa|Iowa St.|Illinois
7277,Iowa St.,Duke|UConn|Iowa St.|Arkansas
7278,Houston,Houston|Texas Tech|Michigan St.|Virginia
7279,Michigan,Duke|Michigan|Arizona|Illinois
7280,Florida,Duke|Gonzaga|Arizona|Florida
7281,Michigan,Houston|Michigan|Arizona|Virginia
7282,Duke,Duke|Michigan|Iowa St.|McNeese
7283,Illinois,Duke|Texas Tech|Tennessee|Illinois
7284,Arizona,South Fla.|Michigan|Arizona|Virginia
7285,Illinois,Alabama|Ohio St.|Arizona|Illinois
7286,Arizona,Duke|Michigan|Arizona|Arkansas
7287,Iowa St.,SMU|Michigan|Iowa St.|Miami (FL)
7288,Illinois,Alabama|Missouri|Arizona|Illinois
7289,Duke,Duke|Gonzaga|UCLA|UCF
7290,Illinois,South Fla.|UConn|Louisville|Illinois
7291,Illinois,SMU|Michigan|Iowa St.|Illinois
7292,Michigan,Duke|Michigan|Louisville|Kentucky
7293,Illinois,Duke|Ohio St.|Louisville|Illinois
7294,Houston,Houston|Iowa|Arizona|Cincinnati
7295,Florida,Purdue|UConn|Louisville|Florida
7296,Duke,Duke|Ohio St.|Louisville|St. John's (NY)
7297,Michigan,South Fla.|Michigan|Auburn|Illinois
7298,Saint Mary's (CA),Kansas|Saint Mary's (CA)|Iowa St.|McNeese
7299,Michigan,Duke|Michigan|Arizona|Florida
7300,Illinois,Houston|Ohio St.|Tennessee|Illinois
7301,Ohio St.,Duke|Ohio St.|Arizona|Florida
7302,Arizona,Purdue|Michigan|Arizona|Virginia
7303,Houston,Houston|Texas Tech|Louisville|Florida
7304,Michigan,Duke|Michigan|Tennessee|Arkansas
7305,Houston,Houston|Vanderbilt|Iowa St.|Illinois
7306,Arkansas,South Fla.|Michigan|Michigan St.|Arkansas
7307,Duke,Duke|Vanderbilt|Tennessee|Florida
7308,Duke,Duke|Michigan|Tennessee|Arkansas
7309,Michigan,Purdue|Michigan|Iowa St.|Virginia
7310,Florida,Alabama|Texas Tech|Iowa St.|Florida
7311,Florida,Duke|Iowa|Michigan St.|Florida
7312,Michigan,Houston|Michigan|Arizona|McNeese
7313,Tennessee,Duke|Michigan|Tennessee|McNeese
7314,Florida,Duke|Michigan|Iowa St.|Florida
7315,Florida,Duke|Gonzaga|Louisville|Florida
7316,Duke,Duke|UConn|Arizona|Kentucky
7317,Illinois,Duke|Michigan|Tennessee|Illinois
7318,Michigan,Duke|Michigan|Tennessee|Florida
7319,Duke,Duke|Gonzaga|Tennessee|Illinois
7320,Houston,Houston|Iowa|Arizona|Miami (FL)
7321,Iowa St.,Houston|Vanderbilt|Iowa St.|Miami (FL)
7322,Duke,Duke|UConn|Michigan St.|St. John's (NY)
7323,Houston,Houston|Texas Tech|Michigan St.|Florida
7324,Purdue,Purdue|Gonzaga|Iowa St.|Virginia
7325,Houston,Houston|UConn|Iowa St.|Florida
7326,Illinois,Houston|UConn|Auburn|Illinois
7327,Arizona,Purdue|UConn|Arizona|North Carolina
7328,Illinois,Duke|Gonzaga|Arizona|Illinois
7329,Arkansas,South Fla.|Texas Tech|Iowa St.|Arkansas
7330,Duke,Duke|Saint Mary's (CA)|Louisville|North Carolina
7331,Duke,Duke|Gonzaga|Arizona|Arkansas
7332,UCLA,South Fla.|Gonzaga|UCLA|Arkansas
7333,Illinois,Purdue|Michigan|Iowa St.|Illinois
7334,Illinois,Purdue|Vanderbilt|Arizona|Illinois
7335,Purdue,Purdue|Saint Mary's (CA)|Tennessee|Illinois
7336,Texas Tech,Nebraska|Texas Tech|Arizona|Arkansas
7337,Duke,Duke|Texas Tech|Iowa St.|St. John's (NY)
7338,Illinois,Nebraska|Texas Tech|Arizona|Illinois
7339,Illinois,Houston|UConn|Iowa St.|Illinois
7340,Michigan,Houston|Michigan|Iowa St.|North Carolina
7341,NC State,Houston|Iowa|Michigan St.|NC State
7342,Arizona,Houston|Iowa|Arizona|Illinois
7343,Tennessee,Alabama|Iowa|Tennessee|Illinois
7344,Purdue,Purdue|Vanderbilt|Tennessee|Arkansas
7345,NC State,Purdue|Vanderbilt|Michigan St.|NC State
7346,Houston,Houston|Gonzaga|Iowa St.|McNeese
7347,Virginia,Indiana|Vanderbilt|Tennessee|Virginia
7348,McNeese,Houston|Michigan|Arizona|McNeese
7349,Gonzaga,Kansas|Gonzaga|Villanova|Arkansas
7350,Houston,Houston|Michigan|Michigan St.|Virginia
7351,Iowa St.,Purdue|Michigan|Iowa St.|Illinois
7352,Arizona,South Fla.|UConn|Arizona|McNeese
7353,Iowa St.,Houston|Michigan|Iowa St.|McNeese
7354,Florida,Houston|Saint Mary's (CA)|BYU|Florida
7355,Iowa St.,Duke|Texas Tech|Iowa St.|Florida
7356,Purdue,Purdue|Vanderbilt|Arizona|Cincinnati
7357,Houston,Houston|Vanderbilt|Arizona|Florida
7358,Michigan,Houston|Michigan|Oklahoma|Florida
7359,Michigan,Nebraska|Michigan|Iowa St.|NC State
7360,Florida,Duke|Michigan|Michigan St.|Florida
7361,McNeese,Duke|Gonzaga|Iowa St.|McNeese
7362,Duke,Duke|Ohio St.|Louisville|NC State
7363,Duke,Duke|UConn|Tennessee|Illinois
7364,Houston,Houston|UConn|Iowa St.|Illinois
7365,Iowa St.,Purdue|Texas Tech|Iowa St.|Florida
7366,Michigan,Purdue|Michigan|Arizona|NC State
7367,Arizona,Duke|Michigan|Arizona|Illinois
7368,Duke,Duke|Clemson|Louisville|NC State
7369,Purdue,Purdue|Iowa|Iowa St.|Illinois
7370,Illinois,Houston|UConn|UCLA|Illinois
7371,Louisville,Kansas|UConn|Louisville|Illinois
7372,Houston,Houston|Texas Tech|Louisville|McNeese
7373,Iowa St.,Duke|Texas Tech|Iowa St.|Illinois
7374,Illinois,Indiana|UConn|Iowa St.|Illinois
7375,Florida,Duke|Vanderbilt|Iowa St.|Florida
7376,Ohio St.,Duke|Ohio St.|UCLA|Kentucky
7377,Michigan,Purdue|Michigan|Tennessee|Santa Clara
7378,Illinois,Purdue|Texas|Iowa St.|Illinois
7379,Houston,Houston|Michigan|UCLA|Illinois
7380,Illinois,Purdue|Michigan|Baylor|Illinois
7381,Iowa St.,Wisconsin|Michigan|Iowa St.|Illinois
7382,Wisconsin,Wisconsin|Gonzaga|Iowa St.|North Carolina
7383,Duke,Duke|Michigan|Arizona|NC State
7384,Iowa St.,Houston|Michigan|Iowa St.|Florida
7385,Saint Louis,Saint Louis|Texas Tech|Tennessee|McNeese
7386,Illinois,Houston|Gonzaga|Michigan St.|Illinois
7387,NC State,Kansas|Michigan|Arizona|NC State
7388,South Fla.,South Fla.|Saint Mary's (CA)|Tennessee|Santa Clara
7389,UCLA,Alabama|Gonzaga|UCLA|Florida
7390,Iowa St.,Houston|Ohio St.|Iowa St.|St. John's (NY)
7391,Houston,Houston|Michigan|Iowa St.|Illinois
7392,Houston,Houston|Clemson|Arizona|Illinois
7393,Michigan,Purdue|Michigan|Arizona|NC State
7394,Florida,Washington|UConn|Iowa St.|Florida
7395,Texas Tech,Duke|Texas Tech|Texas A&M|Florida
7396,Virginia Tech,Duke|Michigan|Virginia Tech|St. John's (NY)
7397,Florida,Duke|UConn|Arizona|Florida
7398,St. John's (NY),Alabama|Gonzaga|Tennessee|St. John's (NY)
7399,Iowa St.,Houston|Ohio St.|Iowa St.|Illinois
7400,Illinois,Houston|UConn|Arizona|Illinois
7401,Arizona,San Diego St.|Vanderbilt|Arizona|Santa Clara
7402,Illinois,Purdue|Texas Tech|Tennessee|Illinois
7403,Arizona,Purdue|UConn|Arizona|Kentucky
7404,Saint Mary's (CA),Purdue|Saint Mary's (CA)|Iowa St.|McNeese
7405,Michigan,Houston|Michigan|Iowa St.|McNeese
7406,Saint Mary's (CA),Houston|Saint Mary's (CA)|Arizona|Cincinnati
7407,Arizona,Wisconsin|Michigan|Arizona|Virginia
7408,Wisconsin,Wisconsin|Gonzaga|Arizona|St. John's (NY)
7409,Iowa St.,Akron|Ohio St.|Iowa St.|Virginia
7410,Saint Mary's (CA),Houston|Saint Mary's (CA)|UCLA|Virginia
7411,Arizona,Houston|UConn|Arizona|Illinois
7412,Iowa St.,Georgia|Vanderbilt|Iowa St.|Virginia
7413,Illinois,Houston|Michigan|Tennessee|Illinois
7414,Houston,Houston|Michigan|Oklahoma|Santa Clara
7415,Iowa St.,Duke|Saint Mary's (CA)|Iowa St.|Florida
7416,Houston,Houston|Iowa|Tennessee|Florida
7417,Illinois,Duke|Michigan|Louisville|Illinois
7418,Michigan,Houston|Michigan|Arizona|Florida
7419,Illinois,Duke|Ohio St.|Iowa St.|Illinois
7420,Duke,Duke|Iowa|Iowa St.|NC State
7421,Iowa St.,Purdue|Michigan|Iowa St.|Illinois
7422,Illinois,Duke|Vanderbilt|Arizona|Illinois
7423,Michigan St.,Duke|Texas Tech|Michigan St.|North Carolina
7424,Iowa St.,Nebraska|UConn|Iowa St.|Florida
7425,Saint Mary's (CA),Duke|Saint Mary's (CA)|Iowa St.|Florida
7426,Iowa St.,Duke|Iowa|Iowa St.|Illinois
7427,Duke,Duke|Vanderbilt|Iowa St.|Florida
7428,Arizona,Nebraska|Ohio St.|Arizona|Illinois
7429,Duke,Duke|Michigan|Tennessee|Florida
7430,Wisconsin,Wisconsin|Gonzaga|Arizona|St. John's (NY)
7431,Michigan,Indiana|Michigan|Michigan St.|Illinois
7432,Arizona,Houston|Texas Tech|Arizona|Arkansas
7433,Florida,Houston|Michigan|Tennessee|Florida
7434,Alabama,Alabama|Iowa|Iowa St.|Kentucky
7435,Iowa St.,Duke|Michigan|Iowa St.|Illinois
7436,Houston,Houston|Michigan|Iowa St.|Florida
7437,Duke,Duke|Michigan|Michigan St.|Illinois
7438,Purdue,Purdue|Ohio St.|Arizona|Kentucky
7439,Arizona,South Fla.|Seton Hall|Arizona|McNeese
7440,Texas Tech,South Fla.|Texas Tech|Arizona|St. John's (NY)
7441,Michigan,Houston|Michigan|Arizona|Florida
7442,Purdue,Purdue|Texas Tech|Louisville|Virginia
7443,South Fla.,South Fla.|Texas Tech|Iowa St.|St. John's (NY)
7444,Michigan,South Fla.|Michigan|UCLA|Florida
7445,Michigan,Georgia|Michigan|Tennessee|Santa Clara
7446,Louisville,Duke|Iowa|Louisville|Virginia
7447,Vanderbilt,Houston|Vanderbilt|Arizona|Illinois
7448,Florida,Houston|Texas Tech|Louisville|Florida
7449,Vanderbilt,Houston|Vanderbilt|Iowa St.|Santa Clara
7450,Houston,Houston|Saint Mary's (CA)|Iowa St.|Illinois
7451,Iowa St.,Duke|Michigan|Iowa St.|Cincinnati
7452,Saint Mary's (CA),Purdue|Saint Mary's (CA)|Arizona|Illinois
7453,Houston,Houston|Saint Mary's (CA)|Arizona|UCF
7454,Alabama,Alabama|Gonzaga|Oklahoma|St. John's (NY)
7455,Florida,South Fla.|Michigan|Iowa St.|Florida
7456,Duke,Duke|Iowa|Arizona|NC State
7457,Arizona,Duke|Saint Mary's (CA)|Arizona|Illinois
7458,Florida,Duke|Saint Mary's (CA)|Iowa St.|Florida
7459,Florida,Duke|Gonzaga|Iowa St.|Florida
7460,Houston,Houston|Texas Tech|Iowa St.|Miami (OH)
7461,Florida,Indiana|Ohio St.|Baylor|Florida
7462,Arizona,South Fla.|Michigan|Arizona|Illinois
7463,Iowa St.,Duke|Iowa|Iowa St.|Florida
7464,Florida,Duke|Saint Mary's (CA)|Iowa St.|Florida
7465,Arizona,Purdue|Iowa|Arizona|Florida
7466,Duke,Duke|Texas Tech|Iowa St.|Florida
7467,Iowa St.,Purdue|Texas Tech|Iowa St.|Florida
7468,Duke,Duke|Gonzaga|Tennessee|Florida
7469,Illinois,Wisconsin|Vanderbilt|Tennessee|Illinois
7470,UConn,Houston|UConn|Louisville|Illinois
7471,Michigan,Houston|Michigan|UCLA|Florida
7472,Michigan,Purdue|Michigan|Arizona|Florida
7473,Duke,Duke|Iowa|Iowa St.|Santa Clara
7474,Virginia,Alabama|Michigan|Louisville|Virginia
7475,Houston,Houston|UConn|Iowa St.|Florida
7476,Iowa St.,Purdue|Gonzaga|Iowa St.|Arkansas
7477,Michigan,Houston|Michigan|Arizona|Florida
7478,Duke,Duke|Michigan|Michigan St.|Virginia
7479,Michigan,South Fla.|Michigan|Arizona|Santa Clara
7480,Houston,Houston|Saint Mary's (CA)|Arizona|Illinois
7481,Houston,Houston|Ohio St.|Iowa St.|Santa Clara
7482,Iowa St.,Wisconsin|Michigan|Iowa St.|Florida
7483,Duke,Duke|Vanderbilt|Texas A&M|St. John's (NY)
7484,Kansas,Kansas|UConn|UCLA|Arkansas
7485,Arizona,Houston|Gonzaga|Arizona|North Carolina
7486,Louisville,Purdue|UConn|Louisville|NC State
7487,Florida,Duke|Gonzaga|Texas A&M|Florida
7488,Purdue,Purdue|Iowa|Arizona|Cincinnati
7489,Michigan,Houston|Michigan|Arizona|St. John's (NY)
7490,Duke,Duke|Michigan|Arizona|Illinois
7491,Houston,Houston|Gonzaga|Tennessee|Florida
7492,Michigan St.,Saint Louis|Ohio St.|Michigan St.|Florida
7493,Michigan St.,Alabama|Texas Tech|Michigan St.|Arkansas
7494,Iowa St.,Georgia|Michigan|Iowa St.|Florida
7495,Iowa St.,Purdue|Michigan|Iowa St.|Virginia
7496,Florida,Purdue|Texas Tech|Iowa St.|Florida
7497,Iowa St.,Duke|UConn|Iowa St.|Florida
7498,Houston,Houston|Gonzaga|Arizona|Kentucky
7499,Duke,Duke|Saint Mary's (CA)|Michigan St.|Illinois
7500,Iowa St.,Wisconsin|Ohio St.|Iowa St.|Illinois
7501,Purdue,Purdue|Michigan|Iowa St.|Arkansas
7502,Florida,Houston|Clemson|Tennessee|Florida
7503,Duke,Duke|Tulsa|Tennessee|Cincinnati
7504,Michigan,Houston|Michigan|Arizona|St. John's (NY)
7505,Purdue,Purdue|Gonzaga|Utah St.|McNeese
7506,Illinois,Alabama|Iowa|Louisville|Illinois
7507,Duke,Duke|Vanderbilt|Michigan St.|Florida
7508,Florida,SMU|UConn|Louisville|Florida
7509,South Fla.,South Fla.|Michigan|Louisville|VCU
7510,Illinois,Nebraska|Vanderbilt|Tennessee|Illinois
7511,Purdue,Purdue|Gonzaga|Iowa St.|Cincinnati
7512,Texas Tech,Duke|Texas Tech|Michigan St.|North Carolina
7513,Michigan,Indiana|Michigan|Utah St.|Illinois
7514,McNeese,Duke|Michigan|Tennessee|McNeese
7515,New Mexico,Alabama|New Mexico|Louisville|Illinois
7516,Alabama,Alabama|Gonzaga|Auburn|Florida
7517,Iowa St.,Purdue|Texas Tech|Iowa St.|Florida
7518,NC State,Duke|Gonzaga|Arizona|NC State
7519,Saint Mary's (CA),Houston|Saint Mary's (CA)|Iowa St.|Illinois
7520,Houston,Houston|UConn|Arizona|Illinois
7521,McNeese,Alabama|UConn|Arizona|McNeese
