team_a,team_b,elastic_net_platt,elastic_net_isotonic,elastic_net_beta,elastic_net_venn_abers,gp_platt,gp_isotonic,gp_beta,gp_venn_abers,lightgbm_platt,lightgbm_isotonic,lightgbm_beta,lightgbm_venn_abers,xgboost_platt,xgboost_isotonic,xgboost_beta,xgboost_venn_abers
Virginia,Iowa,0.6107588478191684,0.7083333333333334,0.6516094494853487,0.7083333333333334,0.6163721052918041,0.631578947368421,0.6541655690402296,0.631578947368421,0.5365916189527244,0.56,0.5400558981113752,0.56,0.5838969357893871,0.7142857142857143,0.6052581646716774,0.7142857142857143
Virginia,Utah St.,0.6427006248288288,0.7727272727272727,0.690731817100002,0.7727272727272727,0.6525230820551307,0.8181818181818182,0.7035309485694111,0.8181818181818182,0.6822100886490445,0.6808510638297872,0.7319534613611534,0.6808510638297872,0.7451273061961926,0.8529411764705882,0.83066751912241,0.8529411764705882
Virginia,Kentucky,0.6397351514671638,0.7083333333333334,0.6871021757196627,0.7083333333333334,0.6518761313781833,0.8181818181818182,0.7026377233773712,0.8181818181818182,0.5874791233760206,0.6808510638297872,0.6037840103664633,0.6808510638297872,0.6126007982116678,0.7142857142857143,0.6432180153399081,0.7142857142857143
Virginia,Saint Louis,0.6997556186067247,0.7727272727272727,0.7611343791589724,0.7727272727272727,0.7079594674867119,0.8181818181818182,0.7817015126382169,0.8181818181818182,0.7462523172217076,0.9047619047619048,0.8312031949754294,0.9047619047619048,0.7322551235449202,0.8529411764705882,0.8113561654401841,0.8529411764705882
Virginia,Ohio St.,0.5874380709480247,0.7083333333333334,0.6228890376409971,0.7083333333333334,0.6009758279745643,0.631578947368421,0.6334364236956992,0.631578947368421,0.6619895647675883,0.6808510638297872,0.7031222112491627,0.6808510638297872,0.6848657204059024,0.717948717948718,0.7424807801629607,0.717948717948718
Virginia,UCLA,0.6057258538679614,0.7083333333333334,0.6454281017857408,0.7083333333333334,0.6171872065740374,0.631578947368421,0.6552674142577379,0.631578947368421,0.7065527204103268,0.7333333333333333,0.7680965773805334,0.7333333333333333,0.6933331257687361,0.717948717948718,0.7545411744898682,0.717948717948718
Virginia,Miami (FL),0.6588844022507554,0.7727272727272727,0.7105611327184047,0.7727272727272727,0.66811832454651,0.8181818181818182,0.725185000969579,0.8181818181818182,0.7098282930515197,0.7333333333333333,0.773094815620841,0.7333333333333333,0.7044931698143249,0.717948717948718,0.7705954741334227,0.717948717948718
Virginia,Georgia,0.6746079061770384,0.7727272727272727,0.7299000317536931,0.7727272727272727,0.693892501179855,0.8181818181818182,0.7615348516966168,0.8181818181818182,0.7609633462170745,0.9047619047619048,0.8561747134694465,0.9047619047619048,0.7814740984630005,0.9634265084614093,0.8865495186304142,0.9634265084614093
Virginia,Clemson,0.6318477622823493,0.7083333333333334,0.6774492411272051,0.7083333333333334,0.6272665572948615,0.7118129011377715,0.6689323119973939,0.7118129011377715,0.6492367129264135,0.6808510638297872,0.6854183777524676,0.6808510638297872,0.6810183224554968,0.717948717948718,0.7370340441609913,0.717948717948718
Virginia,Villanova,0.6582702237386606,0.7727272727272727,0.7098075721815958,0.7727272727272727,0.6666078081468244,0.8181818181818182,0.7230770427510534,0.8181818181818182,0.6572210151158878,0.6808510638297872,0.696461731916899,0.6808510638297872,0.6440277480817237,0.7142857142857143,0.685649028288682,0.7142857142857143
